building_number,address_new,lat,lng,DWellTypeC,flr_area,HOUSE_ID2,DWellKomot,status,YISHUV_STA,STAT_2022,
702554325,חטיבת גבעתי 21,31.910475,35.002373,מגורים,2263.25,D2526,3,valid,12000221,221,
702554328,חשון 5,31.9128285,35.0138948,מגורים,1641,D1226,3,valid,12000211,211,
702554334,חשון 7,31.9132182,35.0137125,מגורים,1963,D1416,3,valid,12000211,211,
702554336,חטיבת גבעתי 11,31.910416,35.001976,מגורים,1125.5,D2016,4,valid,12000221,221,
702554338,חשון 19,31.9147555,35.0110009,מגורים,1232.75,D1057,3,valid,12000211,211,
702554345,חשון 21,31.9139818,35.0135714,מגורים,1696.25,D1397,3,valid,12000211,211,
702554354,חשון 15,31.9147555,35.0110009,מגורים,816.5,D1259,3,valid,12000211,211,
702554360,חטיבת גבעתי 9,31.9102305,35.0022079,מגורים,789.25,D2022,4,valid,12000221,221,
702554369,חטיבת גבעתי 7,31.9100845,35.0024019,מגורים,819.75,D2023,4,valid,12000221,221,
702554370,חשון 27,31.9153002,35.0123954,מגורים,1228,D1171,3,valid,12000211,211,
702554395,שני 28,31.9016631,34.9923906,מגורים,1211.75,D6074,4,valid,12000225,225,
702554400,שני 26,31.9012975,34.9945795,מגורים,1042.75,D6035,4,valid,12000225,225,
702554405,חטיבת גבעתי 20,31.9095783,35.0035655,מגורים,972,D2415,4,valid,12000221,221,
702554511,נחל הירקון 16,31.8974402,35.0207881,מגורים,1289.75,D4827,4,valid,12000111,111,
702554517,נחל הירקון 14,31.8974402,35.0207881,מגורים,1296.25,D4828,4,valid,12000111,111,
702554519,כיכר מלאכי הנביא 18,31.9105414,35.0069492,מגורים,1044.25,D2517,4,valid,12000214,214,
702554525,נחל הירקון 22,31.8975649,35.0189976,מגורים,1254.25,D4805,4,valid,12000111,111,
702554533,נחל הירקון 24,31.8972117,35.020867,מגורים,1330.75,D4824,4,valid,12000111,111,
702554541,נחל הירקון 21,31.8981737,35.0197679,מגורים,909.5,D4803,3,valid,12000111,111,
702554551,נחל הירקון 23,31.8971282,35.0201215,מגורים,909.5,D4803,3,valid,12000111,111,
702554560,נחל הירקון 19,31.8974402,35.0207881,מגורים,921.25,D4823,3,valid,12000111,111,
702554563,חטיבת הצנחנים 16,31.9094399,34.9962082,מגורים,952.25,D2242,3,valid,12000222,222,
702554564,נחל הירקון 3,31.8980693,35.02059,מגורים,927,D4802,3,valid,12000111,111,
702554574,חטיבת הצנחנים 14,31.9094399,34.9962082,מגורים,1037.25,D3208,3,valid,12000222,222,
702554578,נחל הירקון 1,31.8980406,35.020823,מגורים,927,D4802,3,valid,12000111,111,
702554581,חטיבת הצנחנים 12,31.9078239,34.9988606,מגורים,938.25,D2617,3,valid,12000222,222,
702554587,נחל הירקון 5,31.8980147,35.0202968,מגורים,932,D4801,3,valid,12000111,111,
702554589,חטיבת הצנחנים 10,31.9046118,35.000859,מגורים,1097,D3207,3,valid,12000222,222,
702554593,נחל הירקון 7,31.8980612,35.0201471,מגורים,932,D4801,3,valid,12000111,111,
702554594,חטיבת הצנחנים 8,31.9052054,35.0007734,מגורים,953,D2618,3,valid,12000222,222,
702554602,נחל הירקון 12,31.8973951,35.0206335,מגורים,639,D4829,3,valid,12000111,111,
702554607,חטיבת הצנחנים 6,31.9050825,35.0009682,מגורים,852.5,D2613,3,valid,12000222,222,
702554612,שני 2,31.90092,35.0011172,מגורים,1104.25,D3165,3,valid,12000225,225,
702554616,חטיבת גבעתי 18,31.9130161,34.9996067,מגורים,1128,D2271,4,valid,12000221,221,
702554621,שני 4,31.9007567,35.0008011,מגורים,1111.75,D3166,3,valid,12000225,225,
702554622,חטיבת גבעתי 16,31.9130161,34.9996067,מגורים,913.75,D2408,4,valid,12000221,221,
702554627,שני 6,31.9005773,35.0004206,מגורים,1085.75,D3162,3,valid,12000225,225,
702554629,תכלת 50,31.9023826,34.9998756,מגורים,4579.75,D3353,8,NA,12000225,225,
702554632,חטיבת גבעתי 14,31.9130161,34.9996067,מגורים,929.5,D2407,4,valid,12000221,221,
702554638,תכלת 56,31.9019849,34.9954173,מגורים,4642.25,D3349,8,NA,12000225,225,
702554645,נחל חבר 4,31.8939529,35.0104264,מגורים,2023,D4601,4,valid,12000112,112,
702554671,תכלת 38,31.9025998,34.9930497,מגורים,4914.25,D3451,5,valid,12000225,225,
702554678,תכלת 38,31.9025998,34.9930497,מגורים,4914.25,D3451,5,valid,12000225,225,
702554687,נחל חבר 20,31.8940497,35.0108703,מגורים,974,D4383,4,valid,12000113,113,
702554689,תכלת 38,31.9025998,34.9930497,מגורים,4914.25,D3451,5,valid,12000225,225,
702554692,חטיבת גבעתי 4,31.9098188,35.0033977,מגורים,1021.25,D2274,4,valid,12000221,221,
702554696,נחל חבר 22,31.8932585,35.0088897,מגורים,974,D4383,4,NA,12000113,113,
702554697,חטיבת גבעתי 2,31.9095783,35.0035655,מגורים,873.5,D2258,4,valid,12000221,221,
702554913,חטיבת הצנחנים 4,31.9049081,35.001112,מגורים,977.25,D2619,3,valid,12000222,222,
702554918,נחל הירקון 30,31.898044,35.0205903,מגורים,948.5,D4693,3,valid,12000111,111,
702554927,נחל הירקון 32,31.8974402,35.0207881,מגורים,390.75,D4820,2,valid,12000111,111,
702554934,נחל הירקון 34,31.8974402,35.0207881,מגורים,770.25,D4695,3,valid,12000111,111,
702554936,חטיבת הצנחנים 22,31.9066152,34.9998526,מגורים,1302,D3202,3,valid,12000222,222,
702554945,חטיבת הצנחנים 24,31.909431,34.9966926,מגורים,953.75,D2611,3,valid,12000222,222,
702554949,חטיבת הצנחנים 26,31.909431,34.9966926,מגורים,921.5,D2243,3,valid,12000222,222,
702554957,חטיבת הצנחנים 28,31.909431,34.9966926,מגורים,1385,D3211,3,valid,12000222,222,
702554970,חטיבת הצנחנים 30,31.9049601,35.0005721,מגורים,1385,D3211,3,valid,12000222,222,
702554976,נחל שורק 7,31.894832,35.0102047,מגורים,980.25,D4604,4,valid,12000112,112,
702554983,נחל שורק 5,31.8946566,35.0103495,מגורים,961.75,D4603,4,valid,12000112,112,
702554990,נחל שורק 3,31.8944864,35.0105155,מגורים,857.5,D4605,4,valid,12000112,112,
702554997,נחל שורק 1,31.8941907,35.0109033,מגורים,1015.25,D4602,4,valid,12000112,112,
702555003,חטיבת הצנחנים 7,31.9056572,35.0003221,מגורים,1037.25,D3208,3,valid,12000222,222,
702555017,חטיבת גבעתי 6,31.910024,35.003111,מגורים,855.5,D2256,4,valid,12000221,221,
702555019,תכלת 64,31.9021958,34.9947041,מגורים,4748,D3320,8,NA,12000225,225,
702555030,תכלת 58,31.902922,34.992937,מגורים,4749.25,D3350,8,valid,12000225,225,
702555031,חטיבת גבעתי 10,31.9094188,35.0034643,מגורים,839,D2255,4,valid,12000221,221,
702555037,חטיבת גבעתי 8,31.910052,35.002861,מגורים,936.5,D2254,4,valid,12000221,221,
702555072,עמק בית שאן 48,31.9147484,34.9976908,מגורים,680.25,D2606,4,valid,12000214,214,
702555075,נחל חבר 11,31.893085,35.009287,מגורים,1504.5,D4392,4,valid,12000113,113,
702555076,עמק בית שאן 46,31.9147484,34.9976908,מגורים,657,D2598,4,valid,12000214,214,
702555089,עמק בית שאן 39,31.9147484,34.9976908,מגורים,1068.75,D2028,4,valid,12000221,221,
702555092,נחל חבר 7,31.8935492,35.0095603,מגורים,1141.75,D4356,4,valid,12000113,113,
702555100,נחל חבר 9,31.893258,35.009421,מגורים,1546.25,D4374,4,valid,12000113,113,
702555103,עמק בית שאן 43,31.9124781,35.0019032,מגורים,609,D2027,4,valid,12000221,221,
702555313,נחל שורק 6,31.8948096,35.0104496,מגורים,1550.25,D4760,5,valid,12000112,112,
702555316,נחל שורק 2,31.8943287,35.0109993,מגורים,1390.5,D4758,5,valid,12000112,112,
702555319,חטיבת הצנחנים 9,31.9060389,35.0000737,מגורים,1072.25,D32822,3,valid,12000222,222,
702555322,נחל שורק 4,31.8945384,35.0106966,מגורים,1558.25,D4757,5,valid,12000112,112,
702555326,חטיבת הצנחנים 5,31.9053835,35.0004365,מגורים,1097,D3207,3,valid,12000222,222,
702555331,נחל שורק 14,31.8960409,35.0089565,מגורים,2255.75,D4105,6,valid,12000112,112,
702555338,נחל שורק 16,31.8958348,35.007097,מגורים,2346,D4095,6,valid,12000112,112,
702555346,נחל שורק 18,31.8941853,35.0058063,מגורים,1230.5,D4101,3,valid,12000112,112,
702555349,חטיבת הצנחנים 37,31.9094399,34.9962082,מגורים,2714.5,D3287,3,valid,12000222,222,
702555357,חטיבת הצנחנים 35,31.9094399,34.9962082,מגורים,1444,D3219,3,valid,12000222,222,
702555365,חטיבת הצנחנים 33,31.909247,34.9969374,מגורים,1543.5,D3217,3,valid,12000222,222,
702555372,חטיבת הצנחנים 31,31.9065954,34.999623,מגורים,1500.25,D3215,3,valid,12000222,222,
702555380,חטיבת הצנחנים 29,31.909431,34.9966926,מגורים,1629.25,D3015,3,valid,12000222,222,
702555384,חטיבת הצנחנים 27,31.909431,34.9966926,מגורים,1534.75,D3213,3,valid,12000222,222,
702555392,חטיבת הצנחנים 25,31.909431,34.9966926,מגורים,1565.5,D3012,3,valid,12000222,222,
702555397,חטיבת הצנחנים 23,31.9076049,34.999255,מגורים,1616.25,D3218,3,valid,12000222,222,
702555408,חטיבת הצנחנים 21,31.9055058,35.0006093,מגורים,2782.75,D3286,4,valid,12000222,222,
702555413,עמק בית שאן 41,31.9110095,35.0040419,מגורים,1068.75,D2028,4,valid,12000221,221,
702555414,נחל חבר 38,31.8927231,35.0086076,מגורים,875.25,D4393,4,valid,12000113,113,
702555417,עמק בית שאן 47,31.9147484,34.9976908,מגורים,1028.75,D2309,4,valid,12000221,221,
702555425,עמק בית שאן 45,31.9144115,34.9985094,מגורים,559,D2026,4,valid,12000221,221,
702555433,עמק בית שאן 49,31.9147484,34.9976908,מגורים,1028.75,D2309,4,valid,12000221,221,
702555443,עמק בית שאן 35,31.9143668,34.9986033,מגורים,2496,D2312,3,valid,12000221,221,
702555450,עמק בית שאן 37,31.9147484,34.9976908,מגורים,2496,D2312,3,valid,12000221,221,
702555463,עמק בית שאן 29,31.9147484,34.9976908,מגורים,2341.75,D2311,3,valid,12000221,221,
702555469,עמק בית שאן 31,31.9104934,35.0034859,מגורים,2341.75,D2311,3,valid,12000221,221,
702555478,עמק בית שאן 33,31.9118723,35.0013657,מגורים,2341.75,D2311,3,valid,12000221,221,
702555483,עמק בית שאן 16,31.9147286,34.9976994,מגורים,2708,D2483,4,valid,12000214,214,
702555493,עמק בית שאן 14,31.9127126,35.0008061,מגורים,2708,D2483,4,valid,12000214,214,
702555500,עמק בית שאן 12,31.910927,35.0026003,מגורים,2708,D2483,4,valid,12000214,214,
702555505,נחל ארנון 6,31.8945965,35.0048446,מגורים,1052.75,D4245,4,valid,12000113,113,
702555506,עמק בית שאן 10,31.9087515,35.0053161,מגורים,2476.5,D2481,4,valid,12000214,214,
702555618,חטיבת הצנחנים 11,31.9062993,34.9998031,מגורים,1164,D3281,3,valid,12000222,222,
702555627,חטיבת הצנחנים 19,31.9094399,34.9962082,מגורים,1201.75,D32851,3,valid,12000222,222,
702555633,חטיבת הצנחנים 17,31.9094399,34.9962082,מגורים,1385,D3211,3,valid,12000222,222,
702555644,חטיבת הצנחנים 15,31.9094399,34.9962082,מגורים,1253.25,D3228,3,valid,12000222,222,
702555651,חטיבת הצנחנים 13,31.9090749,34.9973024,מגורים,1302,D3202,3,valid,12000222,222,
702555700,פטדה 2,31.9032785,34.998617,מגורים,1253.75,D3397,4,valid,12000223,223,
702555813,עמק בית שאן 8,31.91066,35.0046469,מגורים,2476.5,D2481,4,valid,12000214,214,
702555815,נחל ארנון 31,31.8941891,35.0050278,מגורים,1040.25,D4244,4,valid,12000113,113,
702555822,עמק בית שאן 6,31.9105897,35.0048616,מגורים,2476.5,D2481,4,valid,12000214,214,
702555831,עמק בית שאן 30,31.9098762,35.0042124,מגורים,1667.25,D2012,4,valid,12000214,214,
702555834,עמק בית שאן 32,31.9110017,35.0024504,מגורים,1667.25,D2012,4,valid,12000214,214,
702555842,עמק בית שאן 50,31.9099308,35.0041114,מגורים,639.5,D2605,4,valid,12000214,214,
702555852,עמק בית שאן 44,31.9133151,35.0014779,מגורים,622.25,D2604,4,valid,12000214,214,
702555861,עמק בית שאן 42,31.9115246,35.0030868,מגורים,542.75,D2600,4,valid,12000214,214,
702555870,עמק בית שאן 40,31.9103012,35.00564,מגורים,569.25,D2599,4,valid,12000214,214,
702555881,עמק בית שאן 38,31.9147484,34.9976908,מגורים,623.5,D2602,4,over_avg,12000214,214,
702555890,עמק בית שאן 36,31.9147484,34.9976908,מגורים,670,D2603,4,valid,12000214,214,
702555899,עמק בית שאן 34,31.9129417,35.0006848,מגורים,713.5,D2601,4,valid,12000214,214,
702555908,עמק בית שאן 19,31.9147484,34.9976908,מגורים,960.75,D2410,4,valid,12000221,221,
702556119,עמק בית שאן 21,31.9109131,35.0041865,מגורים,953,D2411,4,valid,12000221,221,
702556131,עמק בית שאן 23,31.9122267,35.0021204,מגורים,949.25,D2412,4,valid,12000221,221,
702556143,עמק בית שאן 25,31.9144115,34.9986033,מגורים,894.75,D2413,4,valid,12000221,221,
702556149,עמק בית שאן 27,31.9147484,34.9976908,מגורים,980.75,D2414,4,valid,12000221,221,
702556158,עמק בית שאן 28,31.9147484,34.9976908,מגורים,922.25,D2590,4,valid,12000214,214,
702556160,מעלה נמר 3,31.894683,35.00634,מגורים,1391.25,D4254,4,valid,12000113,113,
702556163,עמק בית שאן 26,31.9147484,34.9976908,מגורים,944.75,D2594,4,valid,12000214,214,
702556171,עמק בית שאן 24,31.9131779,35.0015375,מגורים,886.75,D2593,4,valid,12000214,214,
702556175,עמק בית שאן 22,31.9113824,35.0033249,מגורים,934,D2592,4,valid,12000214,214,
702556184,מעלה נמר 5,31.8946908,35.0060571,מגורים,1251.75,D4252,4,valid,12000113,113,
702556186,עמק בית שאן 20,31.909332,35.005818,מגורים,915.25,D2591,4,valid,12000214,214,
702556195,מעלה נמר 7,31.8946987,35.0057742,מגורים,1052,D4249,4,valid,12000113,113,
702556365,נחל שורק 36,31.8956857,35.0067182,מגורים,1268,D4154,4,valid,12000113,113,
702556383,נחל שורק 34,31.8960684,35.0088886,מגורים,1222.5,D4129,4,valid,12000113,113,
702556392,נחל שורק 32,31.8955494,35.0096603,מגורים,1395.5,D4672,4,valid,12000113,113,
702556397,נחל שורק 30,31.8944838,35.0105118,מגורים,1255.75,D4671,4,valid,12000113,113,
702556403,נחל שורק 28,31.8933458,35.0068341,מגורים,1287,D4670,4,valid,12000113,113,
702556509,מעלה נמר 4,31.8946986,35.0063406,מגורים,1294.5,D4215,4,valid,12000113,113,
702556518,מעלה נמר 6,31.8947064,35.0060577,מגורים,1239.25,D4214,4,valid,12000113,113,
702556527,מעלה נמר 8,31.8947143,35.0057748,מגורים,1247.25,D4208,4,valid,12000113,113,
702556574,עמק בית שאן 7,31.9101178,35.003919,מגורים,826.5,D2261,4,valid,12000221,221,
702556580,מגדל דוד 31,31.9009112,35.0130284,מגורים,692.5,D5127,2,valid,12000114,114,
